machine_id,machine_type,cycle_id,operating_hours,pressure_mean_bar,pressure_std_bar,flow_mean_lpm,oil_temp_mean_c,vibration_rms_mms,motor_power_kw,pump_speed_mean_rpm,cooling_efficiency_pct,cooler_condition,valve_condition,pump_leakage,accumulator_pressure,stability_flag
1,Telehandler,92,543.3,200.11,6.44,8.2,51.29,2.02,15.6,1441.6,90.0,100,100,0,130,0
1,Telehandler,93,440.3,203.79,4.42,7.98,48.47,2.7,17.01,1455.6,83.0,100,100,0,130,0
1,Telehandler,94,559.7,200.39,3.76,8.19,48.5,1.43,18.57,1419.1,85.1,100,100,0,130,0
1,Telehandler,95,295.8,209.28,3.6,8.4,48.23,1.6,15.08,1471.0,100.0,100,100,0,130,0
1,Telehandler,96,748.1,193.38,5.1,7.94,54.42,2.43,15.01,1422.0,84.7,100,100,0,130,0
1,Telehandler,97,524.9,193.75,4.6,8.63,52.34,2.13,15.65,1466.8,81.6,100,100,0,130,0
1,Telehandler,98,677.5,202.99,5.31,7.92,49.37,2.53,15.61,1418.6,83.5,100,90,0,115,0
1,Telehandler,99,338.0,202.79,3.37,8.41,46.15,1.72,15.99,1451.5,100.0,100,100,0,130,0
1,Telehandler,100,543.3,206.69,3.75,7.97,48.17,2.09,16.61,1407.9,86.2,100,100,0,130,0
1,Telehandler,101,550.8,196.32,5.89,8.34,53.97,2.17,16.91,1426.4,78.4,100,100,0,130,0
1,Telehandler,102,784.3,192.63,6.59,7.65,52.66,1.73,16.42,1424.4,81.9,100,100,0,130,0
1,Telehandler,103,603.4,197.06,4.71,8.14,48.48,2.76,15.89,1438.0,92.6,100,100,0,130,0
1,Telehandler,104,558.2,204.29,5.5,7.78,50.12,1.51,17.28,1424.6,83.1,100,100,0,130,0
1,Telehandler,105,455.2,197.64,3.16,7.63,48.05,2.21,17.18,1431.1,92.1,100,100,0,130,0
1,Telehandler,106,493.7,197.71,4.98,7.9,49.63,2.22,18.04,1449.0,86.0,100,100,0,130,0
1,Telehandler,107,599.6,207.8,5.76,8.07,49.62,1.37,16.81,1428.9,98.8,100,100,0,130,0
1,Telehandler,108,561.0,198.48,6.08,8.17,50.3,2.99,16.68,1421.7,82.4,100,100,0,130,0
1,Telehandler,109,338.8,211.42,4.47,7.98,49.01,2.1,14.93,1444.0,89.9,100,100,0,130,0
1,Telehandler,110,784.5,195.35,6.38,7.19,54.62,2.85,18.06,1420.6,77.9,20,90,0,130,0
1,Telehandler,111,830.4,192.8,5.36,7.38,48.14,2.0,16.58,1424.3,79.9,100,100,0,130,0
1,Telehandler,112,414.5,211.09,4.22,8.37,44.26,2.08,15.82,1443.0,92.6,100,100,0,130,0
1,Telehandler,113,652.0,190.13,6.05,8.19,50.07,2.71,16.36,1409.6,84.0,100,100,0,130,0
1,Telehandler,114,403.9,206.5,3.9,8.29,46.91,1.85,13.65,1467.7,96.1,100,100,0,130,0
1,Telehandler,115,731.5,192.41,6.3,7.83,53.01,2.99,17.51,1417.8,75.5,100,100,0,115,0
1,Telehandler,116,511.1,201.17,4.42,8.18,49.93,2.22,15.57,1417.7,82.0,100,90,0,130,0
1,Telehandler,117,736.8,204.11,5.14,7.45,53.11,2.46,16.82,1431.0,87.4,100,100,0,115,0
1,Telehandler,118,782.9,188.9,4.71,7.38,52.96,2.37,17.0,1409.1,82.0,100,100,0,115,0
1,Telehandler,119,814.3,197.26,6.07,7.47,54.52,2.77,16.37,1417.7,76.2,100,90,0,115,1
1,Telehandler,120,424.6,206.32,4.44,8.17,47.83,2.0,16.74,1456.0,92.0,100,100,0,130,0
1,Telehandler,121,917.2,195.65,6.35,8.13,52.59,2.42,18.81,1423.1,78.5,100,90,0,130,0
1,Telehandler,122,506.4,195.03,5.29,7.79,54.57,1.79,16.0,1420.5,83.9,100,100,0,130,0
1,Telehandler,123,392.0,200.54,5.3,7.89,47.65,1.92,15.67,1417.0,85.2,100,100,0,130,0
1,Telehandler,124,716.0,190.72,7.44,8.14,53.71,2.68,16.64,1430.1,79.5,100,100,0,130,0
1,Telehandler,125,606.8,200.78,5.61,7.97,52.53,2.07,16.77,1418.1,79.2,100,100,0,130,0
1,Telehandler,126,900.8,191.37,3.86,8.07,52.49,2.02,15.82,1413.8,81.3,100,90,0,130,0
1,Telehandler,127,894.2,191.39,5.81,7.93,54.77,2.54,16.29,1427.9,82.0,100,100,0,130,1
1,Telehandler,128,587.0,203.05,4.75,7.77,49.9,1.66,16.01,1446.7,89.5,100,100,0,130,0
1,Telehandler,129,1001.6,187.97,5.12,8.36,54.87,2.56,16.33,1408.5,75.0,20,90,0,115,0
1,Telehandler,130,579.1,198.95,5.44,7.88,50.34,1.46,15.43,1410.9,83.4,100,100,0,130,0
1,Telehandler,131,730.4,192.64,6.92,8.57,48.86,2.36,17.02,1422.0,80.9,100,100,0,130,0
1,Telehandler,132,564.9,202.52,3.92,8.34,49.06,2.17,15.24,1444.6,81.6,100,100,0,130,0
1,Telehandler,133,1021.5,192.02,7.12,7.96,50.17,2.61,17.14,1427.0,79.5,20,100,0,115,0
1,Telehandler,134,512.3,195.57,5.98,7.63,52.01,2.28,15.27,1420.5,86.7,100,100,0,130,0
1,Telehandler,135,435.3,201.5,4.42,8.36,48.89,1.79,15.86,1444.8,93.9,100,100,0,130,0
1,Telehandler,136,703.9,197.4,6.07,7.99,53.37,2.43,15.65,1417.8,86.2,100,100,0,130,0
1,Telehandler,137,1090.8,182.89,6.4,7.63,53.21,3.19,17.31,1397.4,74.2,20,90,0,115,0
1,Telehandler,138,1029.3,188.28,7.71,7.35,55.12,3.1,18.66,1437.6,73.6,100,90,0,115,1
1,Telehandler,139,937.3,190.69,7.45,8.07,54.32,3.1,16.29,1436.6,74.3,20,90,0,130,0
1,Telehandler,140,1043.6,189.89,7.04,8.05,58.61,2.36,16.28,1403.2,72.7,20,90,0,115,0
1,Telehandler,141,1052.9,186.19,7.06,7.22,54.6,3.15,17.55,1423.3,73.0,20,90,0,115,0
1,Telehandler,142,794.4,194.87,5.49,7.69,52.16,2.54,16.56,1401.4,80.3,20,90,0,130,0
1,Telehandler,143,654.9,200.86,6.12,7.94,51.43,2.12,19.33,1450.4,80.5,100,90,0,130,0
1,Telehandler,144,987.8,196.85,5.84,8.04,55.81,1.89,15.15,1434.2,80.9,100,100,0,130,0
1,Telehandler,145,914.7,194.24,5.86,7.95,54.58,2.06,16.78,1426.5,76.1,100,90,0,115,0
1,Telehandler,146,710.8,189.67,6.39,7.95,53.35,2.24,19.17,1406.0,82.8,100,100,0,130,0
1,Telehandler,147,510.4,208.57,4.32,8.33,48.87,1.65,16.23,1452.2,86.9,100,100,0,130,0
1,Telehandler,148,996.6,188.09,6.33,8.28,54.74,3.25,17.63,1419.9,78.4,20,90,0,115,0
1,Telehandler,149,642.5,199.39,6.05,7.98,53.87,2.4,14.76,1438.2,83.7,100,100,0,115,0
1,Telehandler,150,1152.6,184.6,5.76,8.02,54.52,3.43,17.02,1432.0,72.8,20,90,0,115,0
1,Telehandler,151,634.9,195.3,6.09,8.52,50.72,2.28,16.59,1436.4,78.5,100,100,0,115,0
1,Telehandler,152,549.3,204.99,3.84,8.59,46.65,2.22,14.0,1414.9,88.7,100,100,0,130,0
1,Telehandler,153,1094.8,191.57,5.34,7.94,51.82,2.43,18.2,1432.8,76.4,100,90,0,115,0
1,Telehandler,154,580.0,196.45,5.78,8.25,53.35,2.93,15.32,1418.1,81.6,100,100,0,130,0
1,Telehandler,155,603.9,207.58,4.88,8.3,45.45,2.47,17.22,1430.7,88.3,100,100,0,130,0
1,Telehandler,156,935.5,188.5,5.6,8.39,56.45,2.35,14.96,1416.8,75.3,100,100,0,130,0
1,Telehandler,157,1157.5,179.26,6.28,7.54,55.45,3.57,18.13,1392.2,69.9,20,90,0,115,0
1,Telehandler,158,629.2,190.47,5.44,7.95,51.61,1.83,17.23,1418.8,87.5,100,100,0,130,0
1,Telehandler,159,723.7,196.9,5.54,7.72,54.86,2.31,15.64,1407.3,85.6,100,90,0,130,0
1,Telehandler,160,1101.9,188.67,6.92,8.57,52.47,2.68,17.8,1404.6,79.1,100,100,0,130,0
1,Telehandler,161,1265.3,187.74,6.35,8.2,56.19,2.65,17.1,1413.9,69.5,100,100,0,115,0
1,Telehandler,162,891.6,195.92,5.94,7.66,51.6,2.86,15.85,1432.5,76.7,100,100,0,115,0
1,Telehandler,163,606.3,198.53,6.22,7.67,50.0,2.59,15.33,1457.2,85.9,100,100,0,130,0
1,Telehandler,164,503.4,196.48,3.84,8.11,50.48,1.52,15.87,1443.4,79.1,100,100,0,130,0
1,Telehandler,165,684.5,202.95,4.29,8.03,52.43,2.34,16.62,1453.1,83.7,100,100,0,115,0
1,Telehandler,166,607.4,196.24,4.55,8.12,51.92,1.94,17.06,1411.5,84.4,20,90,0,130,0
1,Telehandler,167,1066.8,190.55,6.59,7.36,56.91,2.81,16.91,1445.8,82.6,20,90,0,115,0
1,Telehandler,168,606.3,197.19,6.39,7.91,49.94,2.13,16.8,1428.5,87.0,100,100,0,130,0
1,Telehandler,169,934.8,187.23,6.37,8.21,56.79,2.47,17.16,1454.1,81.7,100,90,0,115,0
1,Telehandler,170,1100.1,187.94,6.33,7.88,55.64,2.96,17.44,1399.2,71.0,100,90,0,115,0
1,Telehandler,171,1009.9,186.83,5.44,7.67,54.41,2.63,15.57,1438.2,80.3,100,100,0,130,0
1,Telehandler,172,687.8,197.13,5.62,8.33,52.64,2.03,15.38,1411.4,85.0,100,100,0,130,0
1,Telehandler,173,1214.6,193.09,5.69,7.98,54.63,2.53,17.55,1396.3,76.6,20,90,0,115,0
1,Telehandler,174,1144.4,189.99,5.53,8.36,55.96,3.25,18.01,1447.2,76.0,20,90,0,115,0
1,Telehandler,175,1171.6,188.01,7.16,7.64,52.55,3.23,18.63,1401.2,70.6,20,90,0,115,0
1,Telehandler,176,643.3,194.6,5.74,7.89,50.75,2.33,16.8,1435.4,81.1,100,100,0,130,0
1,Telehandler,177,640.5,195.58,6.29,7.94,52.0,2.06,17.27,1409.3,84.7,100,100,0,130,0
1,Telehandler,178,1359.5,181.12,7.76,7.88,57.73,3.15,18.67,1410.2,73.8,20,90,0,115,0
1,Telehandler,179,892.8,199.19,6.92,7.53,52.61,2.04,16.58,1453.8,74.7,20,90,0,130,0
1,Telehandler,180,810.9,195.55,5.14,8.04,54.75,2.86,17.35,1433.6,89.2,100,100,0,130,0
1,Telehandler,181,985.2,189.15,5.85,7.88,49.93,2.22,17.6,1413.6,75.4,100,90,0,115,0
1,Telehandler,182,1149.2,185.84,7.04,8.08,53.3,3.41,18.22,1407.4,75.6,20,90,0,115,0
1,Telehandler,183,1423.4,178.32,8.2,7.35,55.93,3.2,18.21,1403.5,65.2,20,90,1,115,0
1,Telehandler,184,815.5,194.35,9.08,7.86,52.78,2.63,17.3,1424.0,83.1,20,100,0,130,0
1,Telehandler,185,1410.4,188.58,7.83,7.66,56.35,3.37,18.19,1411.2,66.4,20,90,0,115,1
1,Telehandler,186,581.1,195.56,5.75,7.79,49.64,2.26,15.05,1438.5,85.0,100,90,0,130,0
1,Telehandler,187,1080.1,186.72,7.86,7.57,53.11,2.88,18.53,1409.4,74.7,20,90,0,130,0
1,Telehandler,188,1159.9,189.71,6.92,8.37,51.2,2.6,18.11,1427.7,71.6,100,90,0,115,0
1,Telehandler,189,667.1,194.33,3.62,8.27,51.09,1.6,16.4,1407.2,89.5,100,100,0,130,0
1,Telehandler,190,703.3,209.54,6.57,8.43,51.54,2.14,17.1,1433.2,88.0,100,100,0,130,0
1,Telehandler,191,973.3,200.21,6.29,8.11,50.49,2.9,16.31,1411.5,77.6,100,90,0,130,0
1,Telehandler,192,1503.6,185.2,5.89,7.43,60.1,3.53,17.41,1401.0,65.2,20,90,0,115,0
1,Telehandler,193,1154.2,188.29,6.99,7.45,53.58,2.86,17.2,1418.9,68.1,20,90,0,115,0
1,Telehandler,194,1487.0,177.29,7.97,7.22,58.23,4.52,18.17,1420.8,57.0,20,90,1,100,1
1,Telehandler,195,1369.3,181.65,7.45,7.31,57.97,3.38,17.94,1402.4,67.3,20,90,0,115,1
1,Telehandler,196,1046.0,185.02,7.19,7.44,56.12,2.84,16.21,1417.3,72.4,20,90,0,115,0
1,Telehandler,197,1364.0,193.39,8.13,7.36,53.71,3.89,15.78,1412.0,67.0,20,90,0,115,1
1,Telehandler,198,611.7,200.83,5.61,8.41,50.34,1.4,14.7,1409.0,92.7,100,100,0,130,0
1,Telehandler,199,705.6,192.58,6.77,7.67,52.17,2.15,15.83,1429.4,78.5,100,100,0,115,0
1,Telehandler,200,1429.4,184.79,8.61,8.05,60.07,3.46,18.86,1441.6,73.4,20,90,0,115,1
1,Telehandler,201,1403.8,185.85,7.41,7.81,58.06,2.97,15.83,1423.1,64.7,20,90,0,115,0
1,Telehandler,202,841.0,179.1,4.36,8.1,55.96,2.78,17.5,1416.8,80.2,20,90,0,130,0
1,Telehandler,203,1147.7,189.43,4.89,7.79,53.29,3.21,16.3,1408.8,73.1,20,90,0,115,0
1,Telehandler,204,1230.1,176.16,7.76,7.8,52.66,3.69,17.1,1404.2,74.0,20,90,1,115,1
1,Telehandler,205,1504.4,188.38,7.74,7.42,60.06,3.67,18.07,1416.7,67.8,20,90,0,115,0
1,Telehandler,206,1239.2,178.92,8.43,7.4,56.72,2.97,17.6,1413.0,71.7,20,90,0,115,0
1,Telehandler,207,1048.0,184.7,7.25,7.59,58.81,2.73,18.0,1393.1,72.8,20,90,0,115,0
1,Telehandler,208,1013.2,182.73,5.06,7.41,56.37,2.44,14.3,1429.1,77.4,100,90,0,115,0
1,Telehandler,209,1072.0,197.92,5.93,7.95,56.12,2.4,19.08,1427.7,72.4,20,90,0,115,0
1,Telehandler,210,1314.5,186.45,7.46,7.38,56.65,3.17,18.38,1413.0,64.1,100,90,0,115,1
1,Telehandler,211,1548.2,189.83,7.16,7.69,56.35,2.94,17.34,1407.9,70.6,20,90,0,115,0
1,Telehandler,212,1117.1,195.55,8.14,7.92,53.26,3.02,18.09,1402.0,67.5,20,90,0,115,0
1,Telehandler,213,902.9,197.07,5.84,7.94,49.37,2.06,18.2,1444.0,83.1,100,90,0,115,0
1,Telehandler,214,895.2,188.68,5.56,7.78,51.45,2.55,19.92,1402.8,78.1,100,100,0,130,0
1,Telehandler,215,1447.0,186.18,6.0,7.39,56.13,2.96,18.46,1410.8,74.6,20,90,1,115,0
1,Telehandler,216,1529.9,184.55,9.98,7.21,58.63,3.8,18.04,1402.1,66.8,20,80,1,115,1
1,Telehandler,217,765.2,198.69,5.19,7.75,51.35,1.44,16.18,1423.2,83.2,100,100,0,130,0
1,Telehandler,218,726.5,193.59,5.92,7.96,47.92,2.69,15.46,1426.8,80.9,20,100,0,115,0
1,Telehandler,219,1307.9,187.16,6.62,7.62,56.45,3.11,18.71,1397.0,68.3,20,90,1,115,1
1,Telehandler,220,820.8,197.94,5.19,8.57,54.78,2.19,17.02,1419.0,82.6,100,90,0,130,0
1,Telehandler,221,1574.3,172.75,8.67,7.97,57.42,3.8,18.86,1386.7,63.1,20,90,1,115,1
1,Telehandler,222,1010.5,183.98,7.51,8.13,52.98,3.21,17.85,1409.9,77.3,100,90,0,115,1
1,Telehandler,223,829.4,195.46,6.52,7.83,49.95,2.16,14.3,1443.8,73.2,100,90,0,115,0
1,Telehandler,224,1703.5,179.53,9.67,6.9,58.84,3.88,17.55,1405.1,58.6,20,80,1,115,1
1,Telehandler,225,861.2,193.87,6.6,7.95,52.32,2.79,14.03,1403.6,80.9,100,100,0,115,0
1,Telehandler,226,999.7,192.23,6.33,7.85,53.05,2.02,17.18,1420.2,75.9,100,90,0,115,0
1,Telehandler,227,855.4,194.92,5.06,7.99,53.45,2.42,15.86,1426.3,85.4,100,100,0,130,0
1,Telehandler,228,815.7,195.98,4.85,8.22,48.6,2.48,16.14,1421.7,89.6,100,100,0,130,0
1,Telehandler,229,711.2,193.09,4.97,8.12,51.78,2.58,16.55,1416.6,81.9,100,90,0,130,0
1,Telehandler,230,753.7,196.4,5.63,7.36,49.74,2.42,18.7,1442.1,77.6,100,90,0,115,0
1,Telehandler,231,894.7,201.87,6.52,8.25,54.52,2.22,16.36,1396.0,80.5,100,90,0,130,0
1,Telehandler,232,757.9,190.6,5.95,8.26,51.23,2.05,16.14,1432.7,81.2,100,100,0,130,0
1,Telehandler,233,1387.7,190.62,7.81,7.47,55.64,3.0,16.59,1384.3,69.0,100,90,0,115,0
1,Telehandler,234,1498.4,182.41,9.23,7.76,60.68,3.71,17.0,1408.9,67.1,20,90,0,115,1
1,Telehandler,235,1167.5,177.64,6.48,7.52,56.95,3.41,17.35,1396.3,66.9,20,90,0,115,0
1,Telehandler,236,1083.2,188.37,5.25,7.76,58.16,2.76,16.76,1426.0,76.7,20,90,0,115,0
1,Telehandler,237,1308.9,184.66,7.09,7.6,57.68,2.89,17.86,1440.7,72.7,20,90,0,115,1
1,Telehandler,238,1755.3,178.38,9.65,7.19,58.24,3.48,16.63,1400.0,65.1,20,80,1,115,1
